iter	Logloss
509	0.4334576179
510	0.4334351603
511	0.433414622
512	0.4334017334
513	0.43338306
514	0.43336576
515	0.4333512946
516	0.4333243951
517	0.43331132
518	0.4332867126
519	0.4332562561
520	0.4332430183
521	0.4332271729
522	0.4332096931
523	0.4331926676
524	0.4331589491
525	0.4331381463
526	0.4331241455
527	0.43309041
528	0.4330723843
529	0.4330552504
530	0.4330231662
531	0.4330127394
532	0.4330016751
533	0.4329822625
534	0.4329516059
535	0.4329329393
536	0.4329085897
537	0.432887797
538	0.4328675741
539	0.4328477308
540	0.4328304579
541	0.43280523
542	0.4327830641
543	0.4327661641
544	0.4327459717
545	0.4327263218
546	0.4327033929
547	0.4326783583
548	0.4326721971
549	0.4326532966
550	0.4326342943
551	0.4326058519
552	0.4325835571
553	0.4325554335
554	0.432536126
555	0.4325135803
556	0.4324849379
557	0.4324664747
558	0.4324476251
559	0.4324317457
560	0.4324173041
561	0.4324045376
562	0.4323870002
563	0.4323660889
564	0.4323540785
565	0.4323389621
566	0.4323191393
567	0.4322947659
568	0.4322771674
569	0.432259023
570	0.4322498949
571	0.4322280748
572	0.4322059665
573	0.4321938883
574	0.4321755541
575	0.4321457553
576	0.4321319275
577	0.4321212463
578	0.4321009521
579	0.4320734795
580	0.4320551351
581	0.4320449727
582	0.432027537
583	0.4320110541
584	0.4319887526
585	0.4319709371
586	0.4319522264
587	0.4319381409
588	0.4319166463
589	0.4319073554
590	0.4318837552
591	0.4318610636
592	0.4318371616
593	0.4318177016
594	0.4318017036
595	0.4317799615
596	0.4317608982
597	0.4317481011
598	0.4317335137
599	0.4317125583
600	0.4316848314
601	0.431676629
602	0.4316602851
603	0.4316433411
604	0.431623386
605	0.4316154412
606	0.4315948656
607	0.4315780368
608	0.4315496453
609	0.4315361599
610	0.4315112745
611	0.4314835782
612	0.4314776577
613	0.4314715339
614	0.431450921
615	0.4314298706
616	0.4314068536
617	0.4313843452
618	0.4313712362
619	0.431348921
620	0.4313282403
621	0.4313081597
622	0.4312944472
623	0.4312810906
624	0.4312609931
625	0.4312496982
626	0.4312387967
627	0.4312180888
628	0.4311989034
629	0.431177575
630	0.431164856
631	0.4311458232
632	0.4311265937
633	0.4311045532
634	0.4310823059
635	0.4310721469
636	0.4310598891
637	0.4310416124
638	0.4310131565
639	0.4309985725
640	0.4309919128
641	0.4309724223
642	0.4309574653
643	0.4309326409
644	0.4309120687
645	0.4308932732
646	0.430870402
647	0.4308550551
648	0.4308438416
649	0.4308306512
650	0.4308081224
651	0.4307945726
652	0.4307868415
653	0.4307638889
654	0.430732432
655	0.4307134705
656	0.4307077399
657	0.4306879781
658	0.4306686028
659	0.4306433309
660	0.4306318766
661	0.4306193102
662	0.4306024
663	0.4305847202
664	0.4305724555
665	0.4305519002
666	0.4305217455
667	0.4305033637
668	0.430494907
669	0.4304746738
670	0.4304561157
671	0.430445516
672	0.4304312269
673	0.4304174093
674	0.4303970574
675	0.430381975
676	0.4303713108
677	0.430352356
678	0.4303311395
679	0.4303087972
680	0.4302820672
681	0.4302582703
682	0.4302371962
683	0.4302154066
684	0.4302081197
685	0.43019379
686	0.4301783278
687	0.4301540188
688	0.4301426154
689	0.4301340739
690	0.4301136542
691	0.4300981988
692	0.4300746053
693	0.430057095
694	0.4300372755
695	0.4300162998
696	0.4299981622
697	0.4299802517
698	0.4299683058
699	0.4299487678
700	0.4299319017
701	0.4299205051
702	0.4298970981
703	0.4298709446
704	0.4298575846
705	0.429830502
706	0.4298222622
707	0.4297992723
708	0.4297703688
709	0.4297583516
710	0.4297351752
711	0.4297252943
712	0.4297102153
713	0.4296905314
714	0.4296817796
715	0.4296668362
716	0.4296458198
717	0.4296363864
718	0.4296144714
719	0.4296005927
720	0.4295706923
721	0.4295442505
722	0.4295345357
723	0.4295006036
724	0.4294886136
725	0.4294767999
726	0.4294621243
727	0.4294444512
728	0.42942787
729	0.4294109904
730	0.4293959724
731	0.4293865323
732	0.4293700222
733	0.4293508708
734	0.4293442349
735	0.4293308885
736	0.4293241747
737	0.4293123576
738	0.429292667
739	0.4292794325
740	0.4292725423
741	0.4292517293
742	0.4292441711
743	0.429236379
744	0.4292186856
745	0.4291927389
746	0.4291796875
747	0.4291629469
748	0.4291491292
749	0.429129147
750	0.4291138204
751	0.4290873786
752	0.4290694139
753	0.42905012
754	0.4290345561
755	0.4290156148
756	0.4289985758
757	0.4289920654
758	0.4289809842
759	0.4289648539
760	0.4289398431
761	0.4289240214
762	0.4289081997
763	0.4288874546
764	0.4288758579
765	0.428865431
766	0.4288491245
767	0.4288445435
768	0.4288346727
769	0.428809689
770	0.4287924025
771	0.4287783067
772	0.4287669881
773	0.4287457004
774	0.4287328152
775	0.4287191908
776	0.4287077196
777	0.428692905
778	0.4286812676
779	0.428664995
780	0.4286447245
781	0.4286170892
782	0.4286065097
783	0.4285868971
784	0.4285772942
785	0.4285531684
786	0.4285409037
787	0.4285234646
788	0.4285101488
789	0.4284919095
790	0.4284754808
791	0.4284587504
792	0.4284510532
793	0.4284379374
794	0.4284216851
795	0.4284152934
796	0.4284010417
797	0.4283911811
798	0.4283837619
799	0.428366862
800	0.4283608398
801	0.4283489041
802	0.4283230455
803	0.4282994453
804	0.42827968
805	0.4282623664
806	0.4282513428
807	0.4282362128
808	0.4282244704
809	0.4282081502
810	0.4281967061
811	0.4281817424
812	0.4281736586
813	0.4281442159
814	0.4281370409
815	0.4281195102
816	0.4281072286
817	0.4280990736
818	0.4280867784
819	0.4280745409
820	0.4280502421
821	0.4280284458
822	0.4280138007
823	0.4280003526
824	0.4279906175
825	0.4279756334
826	0.4279639689
827	0.427934038
828	0.427913208
829	0.4279026828
830	0.4278791572
831	0.4278608331
832	0.4278448486
833	0.4278257243
834	0.4278060777
835	0.4277931112
836	0.4277824877
837	0.4277651198
838	0.4277475823
839	0.4277395325
840	0.4277242126
841	0.4277141554
842	0.4276933153
843	0.4276733127
844	0.4276674839
845	0.4276568977
846	0.4276428189
847	0.427628323
848	0.4276127523
849	0.4275993991
850	0.4275859375
851	0.4275710076
852	0.4275640462
853	0.4275511509
854	0.4275320808
855	0.4275162998
856	0.4274998101
857	0.4274927572
858	0.4274656406
859	0.4274490051
860	0.4274300741
861	0.4274170634
862	0.4273984511
863	0.4273822055
864	0.4273640645
865	0.4273446214
866	0.4273235406
867	0.427307824
868	0.4272903748
869	0.4272728543
870	0.4272639025
871	0.4272446967
872	0.4272263387
873	0.4272150506
874	0.4272033759
875	0.4271790704
876	0.4271700507
877	0.4271432732
878	0.4271374173
879	0.4271226671
880	0.4271034919
881	0.4270829264
882	0.4270679016
883	0.4270491435
884	0.4270311449
885	0.4270236545
886	0.4270117527
887	0.426998898
888	0.4269674818
889	0.4269409485
890	0.4269120382
891	0.4268984036
892	0.426889974
893	0.4268771837
894	0.426864719
895	0.4268507894
896	0.426830719
897	0.4268233473
898	0.4268070136
899	0.4267886047
900	0.4267638109
901	0.4267513292
902	0.4267352058
903	0.4267259657
904	0.4267088691
905	0.4266977471
906	0.4266826511
907	0.4266638048
908	0.4266513672
909	0.4266294963
910	0.4266035292
911	0.4265877584
912	0.4265687663
913	0.4265413649
914	0.4265265876
915	0.4265129022
916	0.4264959751
917	0.4264798686
918	0.4264706896
919	0.4264568888
920	0.426438541
921	0.4264238417
922	0.4264047852
923	0.4263999295
924	0.4263924493
925	0.4263748237
926	0.4263571099
927	0.4263418003
928	0.4263197293
929	0.4263023037
930	0.4262813789
931	0.4262679681
932	0.4262419637
933	0.426224389
934	0.4262076382
935	0.426189365
936	0.4261754184
937	0.426155226
938	0.4261339518
939	0.4261221313
940	0.4261064012
941	0.4260748766
942	0.4260663656
943	0.4260534058
944	0.4260399102
945	0.4260244276
946	0.4260164693
947	0.4259964634
948	0.4259881727
949	0.4259748467
950	0.4259624973
951	0.4259466722
952	0.4259278293
953	0.4259057753
954	0.4258824531
955	0.4258659397
956	0.4258584595
957	0.4258435364
958	0.4258297424
959	0.4258145718
960	0.425789483
961	0.4257693108
962	0.4257521871
963	0.425735355
964	0.4257224223
965	0.4257161662
966	0.4256939121
967	0.4256840481
968	0.4256640354
969	0.4256459757
970	0.4256299845
971	0.4256098463
972	0.4255899658
973	0.425575097
974	0.4255540805
975	0.4255457323
976	0.4255234985
977	0.4255113559
978	0.4254974535
979	0.4254873013
980	0.4254731038
981	0.4254529758
982	0.4254445699
983	0.4254297078
984	0.4254113363
985	0.4253980611
986	0.4253866102
987	0.4253722805
988	0.4253609619
989	0.4253450792
990	0.4253268399
991	0.4253204041
992	0.4253050639
993	0.4252781881
994	0.4252593146
995	0.4252426656
996	0.4252294481
997	0.4252139825
998	0.4252044169
999	0.4251878933
